"date","account","payee","notes","category","amount"
"2025-05-15","Kreditkarte","","WARP PRO SUBSCRIPTION      USA NEW YORK               USD             18,00      KURS:      1,107011        1,50% AUSLANDSUMS.     0,24Umsatz vom 13.05.2025      MC Hauptkarte Basislastschrift","Education","-16,50"
"2025-05-15","Kreditkarte","","PAYPAL *HELLOFRESH         DEU 35314369001            EUR             71,47      Umsatz vom 11.05.2025      MC Hauptkarte Basislastschrift","","-71,47"
"2025-05-14","Kreditkarte","","KATZ DER B CKER GMBH       DEU PFORZHEIM              EUR             14,80      Umsatz vom 12.05.2025      MC Hauptkarte Basislastschrift","","-14,80"
"2025-05-14","Kreditkarte","","AMZN Mktp DE*MV8867EW5     LUX 800-279-6620           EUR              8,49      Umsatz vom 12.05.2025      MC Hauptkarte Basislastschrift","","-8,49"
"2025-05-13","Kreditkarte","","HAUS-KIEFER-RASTATT.DE     DEU MUNCHEN                EUR             15,00      Umsatz vom 11.05.2025      MC Hauptkarte Basislastschrift","","-15,00"
"2025-05-09","Kreditkarte","","Barauszahlungsgebuehr      Umsatz vom 07.05.2025      MC Hauptkarte Basislastschrift","Restaurants & Dining","-15,00"
"2025-05-09","Kreditkarte","","VOLKSBANK PUR EG           DEU WAISENH.PL             EUR            500,00      Umsatz vom 07.05.2025      MC Hauptkarte Basislastschrift","Bank Fees","-500,00"
"2025-05-08","Kreditkarte","","HFB ECO IKEA 551 KARLS     DEU KARLSRUHE              EUR              9,54      Umsatz vom 06.05.2025      MC Hauptkarte Basislastschrift","","-9,54"
"2025-05-08","Kreditkarte","","REWE Pforzheim/Nor         DEU Pforzheim              EUR             27,43      Umsatz vom 06.05.2025      MC Hauptkarte Basislastschrift","Groceries","-27,43"
"2025-05-08","Kreditkarte","","AMZN Mktp DE*UQ29L6855     LUX 800-279-6620           EUR             27,00      Umsatz vom 06.05.2025      MC Hauptkarte Basislastschrift","","-27,00"
"2025-05-08","Kreditkarte","","PAYPAL *DHLEXPRESSG        DEU 35314369001            EUR             21,00      Umsatz vom 05.05.2025      MC Hauptkarte Basislastschrift","","-21,00"
"2025-05-08","Kreditkarte","","PAYPAL *HELLOFRESH         DEU 35314369001            EUR             71,47      Umsatz vom 04.05.2025      MC Hauptkarte Basislastschrift","","-71,47"
"2025-05-07","Kreditkarte","","ALDI SUeD                  DEU Pforzheim              EUR             34,43      Umsatz vom 05.05.2025      MC Hauptkarte Basislastschrift","Groceries","-34,43"
"2025-05-07","Kreditkarte","","ALDI SUeD                  DEU Pforzheim              EUR             51,14      Umsatz vom 05.05.2025      MC Hauptkarte Basislastschrift","Groceries","-51,14"
"2025-05-07","Kreditkarte","","REWE Pforzheim/Nor         DEU Pforzheim              EUR             52,07      Umsatz vom 05.05.2025      MC Hauptkarte Basislastschrift","Groceries","-52,07"
"2025-05-07","Kreditkarte","","DM-Drogerie Markt          DEU Pforzheim              EUR             98,00      Umsatz vom 05.05.2025      MC Hauptkarte Basislastschrift","Pharmacy & Health","-98,00"
"2025-05-07","Kreditkarte","","AMZN Mktp DE*L22E174Q5     LUX 800-279-6620           EUR             24,49      Umsatz vom 05.05.2025      MC Hauptkarte Basislastschrift","","-24,49"
"2025-05-06","Kreditkarte","","ALDI SUeD                  DEU Pforzheim              EUR             10,85      Umsatz vom 03.05.2025      MC Hauptkarte Basislastschrift","Groceries","-10,85"
"2025-05-06","Kreditkarte","","Huber Hofladen             DEU Iffezheim              EUR             41,28      Umsatz vom 03.05.2025      MC Hauptkarte Basislastschrift","Taxi & Ridesharing","-41,28"
"2025-05-06","Kreditkarte","","BRETZEL BURGARD            FRA SCHWEIGHOUSE           EUR              6,20      Umsatz vom 03.05.2025      MC Hauptkarte Basislastschrift","","-6,20"
"2025-05-06","Kreditkarte","","LIDL VAL DE MODE           FRA STRASBOURG             EUR             47,15      Umsatz vom 03.05.2025      MC Hauptkarte Basislastschrift","Groceries","-47,15"
"2025-05-06","Kreditkarte","","PATISSERIE JUNG            FRA SAVERNE                EUR             16,25      Umsatz vom 03.05.2025      MC Hauptkarte Basislastschrift","","-16,25"
"2025-05-06","Kreditkarte","","LIDL 0244                  FRA SAVERNE                EUR              3,40      Umsatz vom 02.05.2025      MC Hauptkarte Basislastschrift","Groceries","-3,40"
"2025-05-06","Kreditkarte","","REST LA MARNE              FRA SAVERNE                EUR             52,70      Umsatz vom 02.05.2025      MC Hauptkarte Basislastschrift","","-52,70"
"2025-05-06","Kreditkarte","","CHOCOLAT BOCKEL            FRA MONSWILLER             EUR              5,00      Umsatz vom 02.05.2025      MC Hauptkarte Basislastschrift","","-5,00"
"2025-05-06","Kreditkarte","","TAO                        FRA ILLKIRCH-GRAF          EUR             33,27      Umsatz vom 02.05.2025      MC Hauptkarte Basislastschrift","","-33,27"
"2025-05-06","Kreditkarte","","Coffret byLiese            FRA NIEDERBRONN-L          EUR              8,70      Umsatz vom 01.05.2025      MC Hauptkarte Basislastschrift","","-8,70"
"2025-05-06","Kreditkarte","","EFA Tankstelle             DEU Karlsruhe              EUR             90,00      Umsatz vom 01.05.2025      MC Hauptkarte Basislastschrift","Fuel","-90,00"
"2025-05-06","Kreditkarte","","EFA Tankstelle             DEU Karlsruhe              EUR             39,89      Umsatz vom 01.05.2025      MC Hauptkarte Basislastschrift","Fuel","-39,89"
"2025-05-05","Kreditkarte","","OSIANDER 28 2              DEU Calw                   EUR             47,46      Umsatz vom 29.04.2025      MC Hauptkarte Basislastschrift","","-47,46"
"2025-05-05","Kreditkarte","","DOMITYS LICORNE            FRA SAVERNE                EUR            194,39      Umsatz vom 01.05.2025      MC Hauptkarte Basislastschrift","","-194,39"
"2025-05-02","Kreditkarte","","Abrechnung vom 30.04.2025  MC Hauptkarte ?berweisungsgutschr.","","2013,67"
"2025-04-29","Kreditkarte","","ALDI SUeD                  DEU Pforzheim              EUR             31,88      Umsatz vom 26.04.2025      MC Hauptkarte Basislastschrift","Groceries","-31,88"
"2025-04-29","Kreditkarte","","KATZ DER B CKER GMBH       DEU PFORZHEIM              EUR             15,70      Umsatz vom 26.04.2025      MC Hauptkarte Basislastschrift","","-15,70"
"2025-04-29","Kreditkarte","","DM-Drogerie Markt          DEU Pforzheim              EUR             24,15      Umsatz vom 26.04.2025      MC Hauptkarte Basislastschrift","Pharmacy & Health","-24,15"
"2025-04-24","Kreditkarte","","MTB TANKSTELLE             DEU Bad Liebenzel          EUR             18,00      Umsatz vom 22.04.2025      MC Hauptkarte Basislastschrift","Fuel","-18,00"
"2025-04-24","Kreditkarte","","MTB TANKSTELLE             DEU Bad Liebenzel          EUR             50,40      Umsatz vom 22.04.2025      MC Hauptkarte Basislastschrift","Fuel","-50,40"
"2025-04-24","Kreditkarte","","B ckerei Raisch            DEU Engelsbrand            EUR             19,20      Umsatz vom 22.04.2025      MC Hauptkarte Basislastschrift","","-19,20"
"2025-04-24","Kreditkarte","","PAYPAL *HELLOFRESH         DEU 35314369001            EUR             60,57      Umsatz vom 20.04.2025      MC Hauptkarte Basislastschrift","","-60,57"
"2025-04-23","Kreditkarte","","ALDI SUeD                  DEU Pforzheim              EUR             18,79      Umsatz vom 19.04.2025      MC Hauptkarte Basislastschrift","Groceries","-18,79"
"2025-04-23","Kreditkarte","","ALDI SUeD                  DEU Pforzheim              EUR             37,88      Umsatz vom 19.04.2025      MC Hauptkarte Basislastschrift","Groceries","-37,88"
"2025-04-23","Kreditkarte","","REWE Pforzheim/Nor         DEU Pforzheim              EUR             18,08      Umsatz vom 19.04.2025      MC Hauptkarte Basislastschrift","Groceries","-18,08"
"2025-04-23","Kreditkarte","","ALDI SUeD                  DEU Pforzheim              EUR             22,42      Umsatz vom 17.04.2025      MC Hauptkarte Basislastschrift","Groceries","-22,42"
"2025-04-23","Kreditkarte","","ZG Raiffeisen eG           DEU Pforzheim              EUR             38,83      Umsatz vom 17.04.2025      MC Hauptkarte Basislastschrift","","-38,83"
"2025-04-23","Kreditkarte","","AMZN Mktp DE*RH6WY1IH4     LUX 800-279-6620           EUR              7,30      Umsatz vom 17.04.2025      MC Hauptkarte Basislastschrift","","-7,30"
"2025-04-23","Kreditkarte","","momox AG                   DEU Berlin                 EUR             19,66      Umsatz vom 19.04.2025      MC Hauptkarte ?berweisungsgutschr.","","19,66"
"2025-04-22","Kreditkarte","","B ckerei Raisch            DEU Engelsbrand            EUR             12,35      Umsatz vom 16.04.2025      MC Hauptkarte Basislastschrift","","-12,35"
"2025-04-22","Kreditkarte","","EDEKA Fedele               DEU Engelsbrand            EUR             75,13      Umsatz vom 16.04.2025      MC Hauptkarte Basislastschrift","Groceries","-75,13"
"2025-04-17","Kreditkarte","","PAYPAL *HELLOFRESH         DEU 35314369001            EUR             71,47      Umsatz vom 13.04.2025      MC Hauptkarte Basislastschrift","","-71,47"
"2025-04-17","Kreditkarte","","PAYPAL *DOMADOO            FRA 0478796482             EUR             84,89      Umsatz vom 14.04.2025      MC Hauptkarte Basislastschrift","","-84,89"
"2025-04-15","Kreditkarte","","KATZ DER B CKER GMBH       DEU PFORZHEIM              EUR             10,05      Umsatz vom 11.04.2025      MC Hauptkarte Basislastschrift","","-10,05"
"2025-04-15","Kreditkarte","","Netto Marken-Discount      DEU Pforzheim              EUR             22,79      Umsatz vom 11.04.2025      MC Hauptkarte Basislastschrift","Groceries","-22,79"
"2025-04-15","Kreditkarte","","DM-Drogerie Markt          DEU Pforzheim              EUR             63,95      Umsatz vom 11.04.2025      MC Hauptkarte Basislastschrift","Pharmacy & Health","-63,95"
"2025-04-15","Kreditkarte","","AVOCADO STORE GMBH         DEU HAMBURG                EUR             66,54      Umsatz vom 11.04.2025      MC Hauptkarte Basislastschrift","","-66,54"
"2025-04-15","Kreditkarte","","MUeLLER PFORZHEIM 3-2      DEU Pforzheim              EUR              4,45      Umsatz vom 10.04.2025      MC Hauptkarte Basislastschrift","Pharmacy & Health","-4,45"
"2025-04-15","Kreditkarte","","Ristorante Comedia         DEU Pforzheim              EUR             18,70      Umsatz vom 13.04.2025      MC Hauptkarte Basislastschrift","","-18,70"
"2025-04-15","Kreditkarte","","CAFE BAR RODENSTEINER      DEU PFORZHEIM              EUR             35,00      Umsatz vom 12.04.2025      MC Hauptkarte Basislastschrift","Restaurants & Dining","-35,00"
"2025-04-15","Kreditkarte","","REWE Antonio Coluc         DEU Pforzheim              EUR             26,35      Umsatz vom 12.04.2025      MC Hauptkarte Basislastschrift","Groceries","-26,35"
"2025-04-15","Kreditkarte","","SumUp  *ZUCKERBECKER       DEU Karlsruhe              EUR             32,90      Umsatz vom 11.04.2025      MC Hauptkarte Basislastschrift","","-32,90"
"2025-04-15","Kreditkarte","","Barauszahlungsgebuehr      Umsatz vom 11.04.2025      MC Hauptkarte Basislastschrift","Restaurants & Dining","-15,00"
"2025-04-15","Kreditkarte","","VOLKSBANK PUR EG           DEU NORD PF                EUR            500,00      Umsatz vom 11.04.2025      MC Hauptkarte Basislastschrift","Bank Fees","-500,00"
"2025-04-14","Kreditkarte","","KATZ DER B CKER GMBH       DEU VAIHINGEN              EUR              5,35      Umsatz vom 10.04.2025      MC Hauptkarte Basislastschrift","","-5,35"
"2025-04-14","Kreditkarte","","CITY-APOTHEKE              DEU PFORZHEIM              EUR             37,89      Umsatz vom 10.04.2025      MC Hauptkarte Basislastschrift","Pharmacy & Health","-37,89"
"2025-04-14","Kreditkarte","","Parfuemerie Bittel e.K     DEU Pforzheim              EUR             19,99      Umsatz vom 10.04.2025      MC Hauptkarte Basislastschrift","","-19,99"
"2025-04-11","Kreditkarte","","MTB TANKSTELLE             DEU Bad Liebenzel          EUR             48,30      Umsatz vom 09.04.2025      MC Hauptkarte Basislastschrift","Fuel","-48,30"
"2025-04-11","Kreditkarte","","PAYPAL *EASYPARK           SWE 35314369001            EUR              1,61      Umsatz vom 09.04.2025      MC Hauptkarte Basislastschrift","","-1,61"
"2025-04-10","Kreditkarte","","PAYPAL *HELLOFRESH         DEU 35314369001            EUR             71,47      Umsatz vom 06.04.2025      MC Hauptkarte Basislastschrift","","-71,47"
"2025-04-09","Kreditkarte","","ALDI SUeD                  DEU Calw                   EUR             51,43      Umsatz vom 07.04.2025      MC Hauptkarte Basislastschrift","Groceries","-51,43"
"2025-04-09","Kreditkarte","","momox AG                   DEU Berlin                 EUR             82,81      Umsatz vom 07.04.2025      MC Hauptkarte Basislastschrift","","-82,81"
"2025-04-08","Kreditkarte","","ALDI SUeD                  DEU Pforzheim              EUR             12,16      Umsatz vom 05.04.2025      MC Hauptkarte Basislastschrift","Groceries","-12,16"
"2025-04-08","Kreditkarte","","REWE Pforzheim/Nor         DEU Pforzheim              EUR             34,54      Umsatz vom 05.04.2025      MC Hauptkarte Basislastschrift","Groceries","-34,54"
"2025-04-07","Kreditkarte","","Rossmann 3745              DEU Engelsbrand            EUR              4,79      Umsatz vom 03.04.2025      MC Hauptkarte Basislastschrift","Pharmacy & Health","-4,79"
"2025-04-07","Kreditkarte","","B ckerei Raisch            DEU Engelsbrand            EUR             22,15      Umsatz vom 03.04.2025      MC Hauptkarte Basislastschrift","","-22,15"
"2025-04-07","Kreditkarte","","EDEKA Fedele               DEU Engelsbrand            EUR              8,70      Umsatz vom 03.04.2025      MC Hauptkarte Basislastschrift","Groceries","-8,70"
"2025-04-04","Kreditkarte","","COS DE0112                 DEU STUTTGART              EUR             15,00      Umsatz vom 02.04.2025      MC Hauptkarte Basislastschrift","","-15,00"
"2025-04-04","Kreditkarte","","Baecker Baier              DEU Stuttgart              EUR             15,10      Umsatz vom 02.04.2025      MC Hauptkarte Basislastschrift","","-15,10"
"2025-04-04","Kreditkarte","","GMEINER Confiserie         DEU Stuttgart              EUR             50,30      Umsatz vom 02.04.2025      MC Hauptkarte Basislastschrift","","-50,30"
"2025-04-04","Kreditkarte","","MAGAZIN GMBH               DEU Stuttgart              EUR             77,50      Umsatz vom 02.04.2025      MC Hauptkarte Basislastschrift","","-77,50"
"2025-04-03","Kreditkarte","","PAYPAL *HELLOFRESH         DEU 35314369001            EUR             71,47      Umsatz vom 30.03.2025      MC Hauptkarte Basislastschrift","","-71,47"
"2025-04-01","Kreditkarte","","Abrechnung vom 31.03.2025  MC Hauptkarte ?berweisungsgutschr.","","1747,41"
"2025-04-01","Kreditkarte","","OSIANDER 28 2              DEU Calw                   EUR             13,97      Umsatz vom 29.03.2025      MC Hauptkarte Basislastschrift","","-13,97"
"2025-03-31","Kreditkarte","","REWE Antonio Coluc         DEU Pforzheim              EUR             43,18      Umsatz vom 27.03.2025      MC Hauptkarte Basislastschrift","Groceries","-43,18"
"2025-03-28","Kreditkarte","","REWE Pforzheim/Nor         DEU Pforzheim              EUR             39,31      Umsatz vom 26.03.2025      MC Hauptkarte Basislastschrift","Groceries","-39,31"
"2025-03-28","Kreditkarte","","PAYPAL *BANGGOOD           HKG 4029357733             EUR             47,34      1,50% AUSLANDSUMS.     0,71Umsatz vom 25.03.2025      MC Hauptkarte Basislastschrift","","-48,05"
"2025-03-27","Kreditkarte","","PAYPAL *HELLOFRESH         DEU 35314369001            EUR             69,65      Umsatz vom 23.03.2025      MC Hauptkarte Basislastschrift","","-69,65"
"2025-03-27","Kreditkarte","","MTB TANKSTELLE             DEU Bad Liebenzel          EUR             62,26      Umsatz vom 25.03.2025      MC Hauptkarte Basislastschrift","Fuel","-62,26"
"2025-03-26","Kreditkarte","","KATZ DER B CKER GMBH       DEU PFORZHEIM              EUR             11,05      Umsatz vom 24.03.2025      MC Hauptkarte Basislastschrift","","-11,05"
"2025-03-25","Kreditkarte","","ALDI SUeD                  DEU Pforzheim              EUR              4,29      Umsatz vom 22.03.2025      MC Hauptkarte Basislastschrift","Groceries","-4,29"
"2025-03-25","Kreditkarte","","SumUp  *Der Magische G     DEU Neustadt/Wein          EUR             24,50      Umsatz vom 22.03.2025      MC Hauptkarte Basislastschrift","","-24,50"
"2025-03-25","Kreditkarte","","TK Maxx                    DEU Neustadt ad W          EUR             15,59      Umsatz vom 22.03.2025      MC Hauptkarte Basislastschrift","","-15,59"
"2025-03-25","Kreditkarte","","DE BAECKER BECKER          DEU EDENKOBEN              EUR             20,15      Umsatz vom 22.03.2025      MC Hauptkarte Basislastschrift","","-20,15"
"2025-03-25","Kreditkarte","","KATZ DER B CKER GMBH       DEU PFORZHEIM              EUR             13,75      Umsatz vom 21.03.2025      MC Hauptkarte Basislastschrift","","-13,75"
"2025-03-25","Kreditkarte","","KAUFLAND PFORZHEIM 863     DEU PFORZHEIM              EUR             36,95      Umsatz vom 21.03.2025      MC Hauptkarte Basislastschrift","Groceries","-36,95"
"2025-03-21","Kreditkarte","","Barauszahlungsgebuehr      Umsatz vom 19.03.2025      MC Hauptkarte Basislastschrift","Restaurants & Dining","-5,00"
"2025-03-21","Kreditkarte","","VEREIN. VOLKSBANKEN EG     DEU LEDERSTR.              EUR             50,00      Umsatz vom 19.03.2025      MC Hauptkarte Basislastschrift","Bank Fees","-50,00"
"2025-03-21","Kreditkarte","","momox AG                   DEU Berlin                 EUR             35,11      Umsatz vom 19.03.2025      MC Hauptkarte ?berweisungsgutschr.","","35,11"
"2025-03-20","Kreditkarte","","momox AG                   DEU Berlin                 EUR             57,82      Umsatz vom 18.03.2025      MC Hauptkarte Basislastschrift","","-57,82"
"2025-03-20","Kreditkarte","","PAYPAL *HELLOFRESH         DEU 35314369001            EUR             78,97      Umsatz vom 16.03.2025      MC Hauptkarte Basislastschrift","","-78,97"
"2025-03-19","Kreditkarte","","ALDI SUED                  DEU Pforzheim              EUR             19,47      Umsatz vom 17.03.2025      MC Hauptkarte Basislastschrift","Groceries","-19,47"
"2025-03-18","Kreditkarte","","ALDI SUED                  DEU Pforzheim              EUR             24,86      Umsatz vom 14.03.2025      MC Hauptkarte Basislastschrift","Groceries","-24,86"
"2025-03-18","Kreditkarte","","SB-Tank 0270               DEU Pforzheim              EUR             71,25      Umsatz vom 14.03.2025      MC Hauptkarte Basislastschrift","","-71,25"
"2025-03-17","Kreditkarte","","AMZN Mktp DE*RI5QQ0FO4     LUX 800-279-6620           EUR            128,96      Umsatz vom 13.03.2025      MC Hauptkarte Basislastschrift","","-128,96"
"2025-03-14","Kreditkarte","","B ckerei Raisch            DEU Engelsbrand            EUR              9,95      Umsatz vom 12.03.2025      MC Hauptkarte Basislastschrift","","-9,95"
"2025-03-14","Kreditkarte","","EDEKA Fedele               DEU Engelsbrand            EUR             24,90      Umsatz vom 12.03.2025      MC Hauptkarte Basislastschrift","Groceries","-24,90"
"2025-03-14","Kreditkarte","","Rossmann 3745              DEU Engelsbrand            EUR             10,66      Umsatz vom 12.03.2025      MC Hauptkarte Basislastschrift","Pharmacy & Health","-10,66"
"2025-03-12","Kreditkarte","","EDEKA Fedele               DEU Engelsbrand            EUR             92,51      Umsatz vom 10.03.2025      MC Hauptkarte Basislastschrift","Groceries","-92,51"
"2025-03-12","Kreditkarte","","TANKSTELLE HAUFF           DEU ENGELSBRAND            EUR             52,08      Umsatz vom 10.03.2025      MC Hauptkarte Basislastschrift","Fuel","-52,08"
"2025-03-12","Kreditkarte","","DM-Drogerie Markt          DEU Pforzheim              EUR             54,20      Umsatz vom 10.03.2025      MC Hauptkarte Basislastschrift","Pharmacy & Health","-54,20"
"2025-03-12","Kreditkarte","","REWE Pforzheim/Nor         DEU Pforzheim              EUR             76,05      Umsatz vom 10.03.2025      MC Hauptkarte Basislastschrift","Groceries","-76,05"
"2025-03-12","Kreditkarte","","PAYPAL *HELLOFRESH         DEU 35314369001            EUR             65,87      Umsatz vom 09.03.2025      MC Hauptkarte Basislastschrift","","-65,87"
"2025-03-11","Kreditkarte","","Zauberblume                DEU Engelsbrand            EUR            220,00      Umsatz vom 08.03.2025      MC Hauptkarte Basislastschrift","Taxi & Ridesharing","-220,00"
"2025-03-10","Kreditkarte","","REWE Pforzheim/Nor         DEU Pforzheim              EUR             23,75      Umsatz vom 06.03.2025      MC Hauptkarte Basislastschrift","Groceries","-23,75"
"2025-03-10","Kreditkarte","","PAYPAL *HELLOFRESH         DEU 35314369001            EUR             75,04      Umsatz vom 06.03.2025      MC Hauptkarte ?berweisungsgutschr.","","75,04"
"2025-03-07","Kreditkarte","","momox AG                   DEU Berlin                 EUR             10,73      Umsatz vom 05.03.2025      MC Hauptkarte ?berweisungsgutschr.","","10,73"
"2025-03-06","Kreditkarte","","MTB TANKSTELLE             DEU Bad Liebenzel          EUR             90,00      Umsatz vom 04.03.2025      MC Hauptkarte Basislastschrift","Fuel","-90,00"
"2025-03-06","Kreditkarte","","MTB TANKSTELLE             DEU Bad Liebenzel          EUR             24,50      Umsatz vom 04.03.2025      MC Hauptkarte Basislastschrift","Fuel","-24,50"
"2025-03-06","Kreditkarte","","KAUFLAND PFORZHEIM 863     DEU PFORZHEIM              EUR             18,09      Umsatz vom 03.03.2025      MC Hauptkarte Basislastschrift","Groceries","-18,09"
"2025-03-05","Kreditkarte","","PAYPAL *HELLOFRESH         DEU 35314369001            EUR             75,04      Umsatz vom 02.03.2025      MC Hauptkarte Basislastschrift","","-75,04"
"2025-03-04","Kreditkarte","","WAGENER GALERIE BADEN      DEU BADEN- BADEN           EUR             42,90      Umsatz vom 01.03.2025      MC Hauptkarte Basislastschrift","","-42,90"
"2025-03-04","Kreditkarte","","Oil and Vinegar            DEU COCHEM                 EUR             18,84      Umsatz vom 01.03.2025      MC Hauptkarte Basislastschrift","","-18,84"
"2025-03-04","Kreditkarte","","GMEINER Confiserie         DEU Baden-Baden            EUR             28,00      Umsatz vom 01.03.2025      MC Hauptkarte Basislastschrift","","-28,00"
"2025-03-04","Kreditkarte","","GMEINER Confiserie         DEU Baden-Baden            EUR             13,53      Umsatz vom 01.03.2025      MC Hauptkarte Basislastschrift","","-13,53"
"2025-03-04","Kreditkarte","","ALDI SUED                  DEU Pforzheim              EUR             69,69      Umsatz vom 01.03.2025      MC Hauptkarte Basislastschrift","Groceries","-69,69"
"2025-03-04","Kreditkarte","","ALDI SUED                  DEU Pforzheim              EUR             18,70      Umsatz vom 28.02.2025      MC Hauptkarte Basislastschrift","Groceries","-18,70"
"2025-03-03","Kreditkarte","","Abrechnung vom 28.02.2025  MC Hauptkarte ?berweisungsgutschr.","","2030,81"
"2025-02-28","Kreditkarte","","Wandelhalle HH 1073        DEU Hamburg                EUR              9,60      Umsatz vom 26.02.2025      MC Hauptkarte Basislastschrift","Transfer (Household Contribution)","-9,60"
"2025-02-28","Kreditkarte","","VON ALLWOERDEN SAGT DA     DEU Hamburg                EUR              6,15      Umsatz vom 26.02.2025      MC Hauptkarte Basislastschrift","","-6,15"
"2025-02-27","Kreditkarte","","Cheeky Pies Pantry         DEU Hamburg                EUR             18,00      Umsatz vom 25.02.2025      MC Hauptkarte Basislastschrift","","-18,00"
"2025-02-27","Kreditkarte","","Cheeky Pies Pantry         DEU Hamburg                EUR             60,06      Umsatz vom 25.02.2025      MC Hauptkarte Basislastschrift","","-60,06"
"2025-02-27","Kreditkarte","","SPC*Hafen Spezerei         DEU Hamburg                EUR             36,40      Umsatz vom 25.02.2025      MC Hauptkarte Basislastschrift","","-36,40"
"2025-02-27","Kreditkarte","","Alnatura Produktions u     DEU Hamburg                EUR              4,51      Umsatz vom 25.02.2025      MC Hauptkarte Basislastschrift","","-4,51"
